"comp","post_bugs","size","complexity","prior_changes","change_churn","prior_bugs","total","minor","major","ownership","entropy","review_rate","review_churn_rate","voters","minor_voters","major_voters","voter_ownership","self_reviews","too_quick","little_discussion","median_revspeed","mean_revspeed","median_discussion","mean_discussion","minor_wrote_no_major_revd","minor_wrote_no_owner_revd","median_voterscore","mean_voterscore","actors","minor_actors","major_actors","actor_ownership","owner_more_author","median_maxexp","mean_maxexp","median_minexp","mean_minexp","subsystem"
"qtbase.src/widgets/doc/snippets/qstackedlayout",0,33,0.0606060634527089,2,101,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.317131250431526,0.317131250431526,4.54828930149266e-05,4.54828930149266e-05,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.766848816029144,"qtbase"
"qtbase.src/widgets/doc/snippets/qstackedwidget",0,33,0.0606060634527089,2,99,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.317131250431526,0.317131250431526,4.54828930149266e-05,4.54828930149266e-05,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.766848816029144,"qtbase"
"qtbase.src/widgets/doc/snippets/qstyleoption",0,64,0.187500001269531,2,151,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.317131250431526,0.317131250431526,4.54828930149266e-05,4.54828930149266e-05,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.766848816029144,"qtbase"
"qtbase.src/widgets/doc/snippets/qstyleplugin",0,42,0.190476192403628,3,121,1,3,0,3,0.333333333333333,1,1,1,5,0,5,1,0,3,0,0.606739381456168,1.41866721043261,8.58221764503948e-05,0.0029288726533143,0,0,0.333333333333333,0.222222222222222,8,0,8,1,0,1,1,0.816939890710382,0.824256330331717,"qtbase"
"qtbase.src/widgets/doc/snippets/qtablewidget-resizing",0,49,0.163265307830071,2,127,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.317131250431526,0.317131250431526,4.54828930149266e-05,4.54828930149266e-05,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.766848816029144,"qtbase"
"qtbase.src/widgets/doc/snippets/qtablewidget-using",0,102,0.117647059688581,3,307,0,2,0,2,0.666666666666667,1,1,1,4,0,4,1,0,3,1,0.606739381456168,1.76367261591975,8.58221764503948e-05,0.000160734030919706,0,0,0,0,11,0,11,1,0,1,1,0.875,0.827416981925179,"qtbase"
"qtbase.src/widgets/doc/snippets/qtreewidget-using",0,129,0.116279070452497,3,246,0,3,0,3,0.333333333333333,1,1,1,8,0,8,1,0,2,0,0.606739381456168,54.2563943785946,8.58221764503948e-05,0.00796682986518455,0,0,0,0.111111111111111,12,0,12,1,0,1,1,0.816939890710382,0.825136612021858,"qtbase"
"qtbase.src/widgets/doc/snippets/qtreewidgetitemiterator-using",0,119,0.142857143577431,3,213,0,3,0,3,0.333333333333333,1,1,1,8,0,8,1,0,2,0,0.606739381456168,54.2563943785946,8.58221764503948e-05,0.00796682986518455,0,0,0,0.111111111111111,12,0,12,1,0,1,1,0.816939890710382,0.825136612021858,"qtbase"
"qtbase.src/widgets/doc/snippets/reading-selections",0,66,0.0757575771579431,3,906,0,3,0,3,0.333333333333333,1,1,1,8,0,8,1,0,2,1,2.34213923315154,2.34213923315154,0.000198189958154361,0.000198189958154361,0,0,0,0,13,0,13,1,0,1,1,0.814102564102564,0.823717948717949,"qtbase"
"qtbase.src/widgets/doc/snippets/shareddirmodel",0,19,0.052631583933518,2,93,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.317131250431526,0.317131250431526,4.54828930149266e-05,4.54828930149266e-05,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.766848816029144,"qtbase"
"qtbase.src/widgets/doc/snippets/sharedtablemodel",0,22,0.136363640289256,3,721,0,3,0,3,0.333333333333333,1,1,1,8,0,8,1,0,2,1,2.34213923315154,2.34213923315154,0.000198189958154361,0.000198189958154361,0,0,0,0,13,0,13,1,0,1,1,0.814102564102564,0.823717948717949,"qtbase"
"qtbase.src/widgets/doc/snippets/simplemodel-use",0,22,0.0909090950413223,2,107,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,1,2.34213923315154,2.34213923315154,0.000198189958154361,0.000198189958154361,0,0,0,0,11,0,11,1,0,1,1,0.770833333333333,0.792467948717949,"qtbase"
"qtbase.src/widgets/doc/snippets/splitter",0,26,0.115384618786982,2,96,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.317131250431526,0.317131250431526,4.54828930149266e-05,4.54828930149266e-05,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.766848816029144,"qtbase"
"qtbase.src/widgets/doc/snippets/splitterhandle",0,44,0.113636365650826,2,175,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.317131250431526,0.317131250431526,4.54828930149266e-05,4.54828930149266e-05,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.766848816029144,"qtbase"
"qtbase.src/widgets/doc/snippets/stringlistmodel",0,94,0.202127660423268,2,412,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,1,2.34213923315154,2.34213923315154,0.000198189958154361,0.000198189958154361,0,0,0,0,11,0,11,1,0,1,1,0.770833333333333,0.792467948717949,"qtbase"
"qtbase.src/widgets/doc/snippets/styles",0,26,0.115384618786982,2,103,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.317131250431526,0.317131250431526,4.54828930149266e-05,4.54828930149266e-05,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.766848816029144,"qtbase"
"qtbase.src/widgets/doc/snippets/stylesheet",0,8,0.1250000109375,2,64,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.317131250431526,0.317131250431526,4.54828930149266e-05,4.54828930149266e-05,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.766848816029144,"qtbase"
"qtbase.src/widgets/doc/snippets/textdocument-imagedrop",0,22,0.227272730785124,2,83,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.317131250431526,0.317131250431526,4.54828930149266e-05,4.54828930149266e-05,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.766848816029144,"qtbase"
"qtbase.src/widgets/doc/snippets/timeline",0,19,0.105263162603878,2,84,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.317131250431526,0.317131250431526,4.54828930149266e-05,4.54828930149266e-05,0,0,0,0,11,0,11,1,0,1,1,0.770833333333333,0.793886612021858,"qtbase"
"qtbase.src/widgets/doc/snippets/updating-selections",0,60,0.0666666682222222,4,899,0,4,0,4,0.25,0.978495736085595,1,1,12,0,12,1,0,2,1,4.65675534689619,55.6063997004079,0.000391236306729264,0.00806863457527751,0,0,0,0.0625,17,0,17,1,0,1,1,0.961538461538462,0.858974358974359,"qtbase"
"qtbase.src/widgets/doc/snippets/whatsthis",0,17,0.117647064013841,2,76,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.317131250431526,0.317131250431526,4.54828930149266e-05,4.54828930149266e-05,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.766848816029144,"qtbase"
"qtbase.src/widgets/doc/snippets/widget-mask",0,10,0.100000009,2,66,0,2,0,2,0.5,1,1,1,4,0,4,1,0,2,0,0.317131250431526,0.317131250431526,4.54828930149266e-05,4.54828930149266e-05,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.766848816029144,"qtbase"
"qtbase.src/widgets/doc/snippets/widgets-tutorial",0,5,0.200000016,3,70,0,3,0,3,0.333333333333333,1,1,1,5,0,5,1,0,2,1,4.65675534689619,4762.33920393321,0.000391236306729264,0.111243237749881,0,0,0,0,10,0,10,1,0,1,1,0.961538461538462,0.858974358974359,"qtbase"
"qtbase.src/widgets/effects",5,1597,0.173450219212683,9,326,0,5,0,5,0.333333333333333,0.963657750249376,1,1,10,0,10,1,3,7,1,2.92959446411329,329.224665401462,0.000149432157800359,0.0294148089183216,2,2,0,0.0462962962962963,23,0,23,1,0,1,1,0.886904761904762,0.842193340365199,"qtbase"
"qtbase.src/widgets/graphicsview",54,24726,0.213297743269379,75,4778,4,41,34,7,0.0666666666666667,0.912140989821155,1,1,57,43,14,1,12,14,6,103.71875,1091.38154498423,0.0151515151515152,0.10678609532167,49,59,0.0266666666666667,0.0252777777777778,85,64,21,1,0,1,1,1,0.973368777535083,"qtbase"
"qtbase.src/widgets/itemviews",58,23055,0.229754933857169,163,10935,22,51,49,2,0.282208588957055,0.944258103856809,1,1,59,49,10,1,26,21,8,511.513770587328,7218.3074163787,0.0384615384615385,0.124651877718114,80,81,0.0245398773006135,0.108220858895706,92,79,13,0.987394957983193,0,0.996261682242991,0.986941347786818,0.987394957983193,0.967455034144045,"qtbase"
"qtbase.src/widgets/kernel",85,20828,0.235308238912832,313,18994,38,81,77,4,0.156549520766773,0.930544793809085,1,1,83,72,11,1,51,41,18,195.098717303823,1365.31312958387,0.0263157894736842,0.0961004535580195,218,233,0.0191693290734824,0.0456138538615352,136,122,14,0.988636363636364,0,0.994638069705094,0.986971475518033,0.988636363636364,0.967705814303275,"qtbase"
"qtbase.src/widgets/statemachine",9,774,0.259689922576267,10,507,0,7,0,7,0.3,0.968886272512158,1,1,13,0,13,1,3,4,1,42.0321083047002,2341.42717901113,0.00166051863074457,0.0130407041521409,2,3,0,0.0307692307692308,28,0,28,1,0,1,1,0.967213114754098,0.861881232785014,"qtbase"
"qtbase.src/widgets/styles",84,37444,0.223720756331525,171,39572,23,54,51,3,0.222222222222222,0.958619728544035,1,1,60,51,9,1,41,42,19,77,2869.23146499802,0.0217391304347826,0.114810538254628,86,112,0.0175438596491228,0.0268054506281653,103,94,9,0.996478873239437,0,0.996478873239437,0.995351789241265,0.996478873239437,0.979103344661901,"qtbase"
"qtbase.src/widgets/util",30,5818,0.217428669659377,37,3058,4,24,16,8,0.108108108108108,0.97892124084416,1,1,38,22,16,0.974358974358974,3,14,2,52.690293040293,3967.80290996041,0.0130347593582888,0.084508530997241,18,21,0,0.027027027027027,63,48,15,0.967213114754098,0,1,0.969356091684293,0.967213114754098,0.908052197865024,"qtbase"
"qtbase.src/widgets/widgets",153,49939,0.214361521057261,241,17453,46,81,78,3,0.0746887966804979,0.965242512607504,1,1,82,66,16,1,36,38,18,300.631680765952,3044.25675456699,0.0294117647058824,0.0880803298921549,208,229,0.012448132780083,0.0226875199489307,125,105,20,0.9923273657289,0,0.9923273657289,0.989259167962771,0.9923273657289,0.972259217902783,"qtbase"
"qtbase.src/winmain",0,15,0.0666666728888888,6,22,0,3,0,3,0.5,1,1,1,9,0,9,1,1,6,1,2.27645491399735,4.08586507925505,0.000150473654657755,0.00278962270067689,0,0,0,0.0555555555555556,12,0,12,1,0,1,1,0.666666666666667,0.757892018615879,"qtbase"
"qtbase.src/xml",0,2,0,2,111,0,2,0,2,0.5,1,1,1,4,0,4,1,0,1,0,90.9866571825991,90.9866571825991,0.00168607348829141,0.00168607348829141,0,0,0,0,9,0,9,1,0,1,1,0.916666666666667,0.854322244851776,"qtbase"
"qtbase.src/xml/doc/snippets/code",1,90,0,2,340,0,2,0,2,0.5,1,1,1,4,0,4,1,0,1,0,27.8308941994954,27.8308941994954,0.000652766863307285,0.000652766863307285,0,0,0,0,9,0,9,1,0,1,1,0.818181818181818,0.818181818181818,"qtbase"
"qtbase.src/xml/doc/snippets/rsslisting",0,154,0.207792208306628,3,469,0,3,0,3,0.333333333333333,0.977069649636774,1,1,9,0,9,1,0,1,0,27.8308941994954,27.8308941994954,0.000652766863307285,0.000652766863307285,0,0,0,0.111111111111111,17,0,17,1,0,1,1,0.96969696969697,0.860606060606061,"qtbase"
"qtbase.src/xml/doc/snippets/simpleparse",0,27,0.185185188203018,2,99,0,2,0,2,0.5,1,1,1,4,0,4,1,0,1,0,27.8308941994954,27.8308941994954,0.000652766863307285,0.000652766863307285,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.767676767676768,"qtbase"
"qtbase.src/xml/dom",1,4095,0.23272283274157,24,718,1,14,8,6,0.166666666666667,1,1,1,19,10,9,1,3,7,3,61.1302078726227,561.885604514317,0.0227272727272727,0.0860954488364295,7,10,0,0.0272435897435897,33,12,21,1,0,1,1,0.96969696969697,0.897059475565914,"qtbase"
"qtbase.src/xml/sax",0,5351,0.22089329098821,14,272,0,8,0,8,0.285714285714286,0.983292675003907,1,1,14,0,14,1,4,5,2,61.1302078726227,940.880067566365,0.00154798761609907,0.0546626579439496,2,2,0,0.0267857142857143,33,19,14,1,0,1,1,0.941747572815534,0.880050632453193,"qtbase"
"qtbase.tools/configure",8,4220,0.271563981059916,170,4660,16,49,45,4,0.229411764705882,0.952837721966132,0.994047619047619,0.9995627459554,66,55,11,1,23,11,12,574.312354312354,4036.19759277953,0.0741758241758242,0.167000643518222,57,65,0.0941176470588235,0.119824660633484,103,89,14,0.992592592592593,0,0.992592592592593,0.992399792390936,0.992592592592593,0.980911904290879,"qtbase"
"qtbase.tools/shared/windows",0,13,0.0769230840236686,4,108,0,2,0,2,0.75,1,1,1,4,0,4,1,1,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.util/accessibilityinspector",0,721,0.163661581253306,8,1262,0,4,0,4,0.5,1,1,1,8,0,8,1,1,5,1,11.0707155477779,116.403734663723,0.000788008288008288,0.00902945798286929,0,0,0,0.0681818181818182,12,0,12,1,0,1,1,0.997041420118343,0.894383461090192,"qtbase"
"qtbase.util/aglfn",0,147,0.108843538021195,2,312,0,2,0,2,0.5,1,1,1,5,0,5,1,0,1,0,9.99228046726647,9.99228046726647,0.000737865922436788,0.000737865922436788,0,0,0,0,9,0,9,1,0,1,1,0.666666666666667,0.764957264957265,"qtbase"
"qtbase.util/corelib/qurl-generateTLDs",0,114,0.11403508849646,5,56,0,3,0,3,0.6,1,1,1,6,0,6,1,2,4,1,2.92959446411329,193.964668308815,0.000149432157800359,0.00496894055477125,0,0,0,0,11,0,11,1,0,1,1,0.666666666666667,0.754227859368046,"qtbase"
"qtbase.util/glgen",2,1208,0.144039735170195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,1,1,1,1,1,1,"qtbase"
"qtbase.util/lexgen",0,1755,0.207977208022337,5,594,0,3,0,3,0.6,0.988606126313703,1,1,6,0,6,1,3,4,1,2.92959446411329,66.5121910692965,0.000149432157800359,0.0200908917742834,0,0,0,0,13,0,13,1,0,1,1,0.666666666666667,0.744047619047619,"qtbase"
"qtbase.util/local_database",1,2936,0,17,1065,1,5,0,5,0.588235294117647,0.974330216477324,1,1,10,3,7,1,2,11,5,4.89518151815181,64.7530111405726,0.000369549150036955,0.00427931200209565,2,2,0,0.115089514066496,20,8,12,1,0,1,1,0.989051094890511,0.932121117558984,"qtbase"
"qtbase.util/unicode",0,2210,0.121266968365554,22,2540,1,3,1,2,0.818181818181818,1,1,1,12,3,9,0.954545454545455,6,4,2,84.4414644529587,885.382467273691,0.00578769057029927,0.0162629693198129,1,1,0,0.106719367588933,17,3,14,0.928571428571429,0,0.989051094890511,0.972016543843815,0.928571428571429,0.84154501216545,"qtbase"
"qtbase.util/unicode/codecs/big5",0,78,0.153846154930966,4,54,0,2,0,2,0.75,1,1,1,4,0,4,1,2,4,1,1.54234773710715,2.92416740804921,0.000148900055161307,0.000113614717854306,0,0,0,0,8,0,8,1,0,1,1,0.666666666666667,0.666666666666667,"qtbase"
"qtbase.util/xkbdatagen",0,432,0.0601851854027349,6,154,0,4,0,4,0.5,1,1,1,5,0,5,1,2,4,2,5.75702275134448,220.477767378787,0.000150473654657755,0.0142369631888092,0,0,0,0,10,0,10,1,0,1,1,0.666666666666667,0.761904761904762,"qtbase"
"qtdeclarative.examples/qml/dynamicscene/content",0,62,0,1,62,0,1,0,1,1,0,1,1,2,0,2,1,0,0,0,28.4677419354839,28.4677419354839,0.0161290322580645,0.0161290322580645,0,0,0,0,3,0,3,1,1,1,1,1,1,"qtdeclarative"
"qtdeclarative.examples/qml/networkaccessmanagerfactory",0,41,0.170731709339679,2,120,0,2,0,2,0.5,1,1,1,2,0,2,0.5,1,2,0,1.12966490157034,1.12966490157034,9.83277429730055e-05,9.83277429730055e-05,0,0,0,0,6,0,6,0.666666666666667,0,1,1,0.5,0.398692810457516,"qtdeclarative"
"qtdeclarative.examples/qml/plugins",0,82,0.195121952201071,3,169,0,3,0,3,0.333333333333333,1,1,1,5,0,5,0.666666666666667,1,2,0,1.86067356604105,205.628393381092,0.000175407823188914,0.0238750756381725,0,0,0,0,10,0,10,0.75,0,1,0.998762376237624,0.583333333333333,0.486519607843137,"qtdeclarative"
"qtdeclarative.examples/qml/referenceexamples/adding",0,50,0.14000000172,2,233,0,2,0,2,0.5,1,1,1,2,0,2,0.5,1,2,0,1.12966490157034,1.12966490157034,9.83277429730055e-05,9.83277429730055e-05,0,0,0,0,6,0,6,0.666666666666667,0,1,1,0.5,0.398692810457516,"qtdeclarative"
"qtdeclarative.examples/qml/referenceexamples/attached",0,213,0.150234742182988,2,554,0,2,0,2,0.5,1,1,1,2,0,2,0.5,1,2,0,1.12966490157034,1.12966490157034,9.83277429730055e-05,9.83277429730055e-05,0,0,0,0,6,0,6,0.666666666666667,0,1,1,0.5,0.398692810457516,"qtdeclarative"
"qtdeclarative.examples/qml/referenceexamples/binding",0,316,0.151898734445602,2,801,0,2,0,2,0.5,1,1,1,2,0,2,0.5,1,2,0,1.12966490157034,1.12966490157034,9.83277429730055e-05,9.83277429730055e-05,0,0,0,0,6,0,6,0.666666666666667,0,1,1,0.5,0.398692810457516,"qtdeclarative"
"qtdeclarative.examples/qml/referenceexamples/coercion",0,118,0.144067797335536,2,442,0,2,0,2,0.5,1,1,1,2,0,2,0.5,1,2,0,1.12966490157034,1.12966490157034,9.83277429730055e-05,9.83277429730055e-05,0,0,0,0,6,0,6,0.666666666666667,0,1,1,0.5,0.398692810457516,"qtdeclarative"
"qtdeclarative.examples/qml/referenceexamples/default",0,119,0.142857143577431,2,431,0,2,0,2,0.5,1,1,1,2,0,2,0.5,1,2,0,1.12966490157034,1.12966490157034,9.83277429730055e-05,9.83277429730055e-05,0,0,0,0,6,0,6,0.666666666666667,0,1,1,0.5,0.398692810457516,"qtdeclarative"
"qtdeclarative.examples/qml/referenceexamples/extended",0,89,0.123595506602702,2,277,0,2,0,2,0.5,1,1,1,2,0,2,0.5,1,2,0,1.12966490157034,1.12966490157034,9.83277429730055e-05,9.83277429730055e-05,0,0,0,0,6,0,6,0.666666666666667,0,1,1,0.5,0.398692810457516,"qtdeclarative"
"qtdeclarative.examples/qml/referenceexamples/grouped",0,181,0.149171271188303,2,510,0,2,0,2,0.5,1,1,1,2,0,2,0.5,1,2,0,1.12966490157034,1.12966490157034,9.83277429730055e-05,9.83277429730055e-05,0,0,0,0,6,0,6,0.666666666666667,0,1,1,0.5,0.398692810457516,"qtdeclarative"
"qtdeclarative.examples/qml/referenceexamples/methods",0,100,0.15000000085,2,408,0,2,0,2,0.5,1,1,1,2,0,2,0.5,1,2,0,1.12966490157034,1.12966490157034,9.83277429730055e-05,9.83277429730055e-05,0,0,0,0,6,0,6,0.666666666666667,0,1,1,0.5,0.398692810457516,"qtdeclarative"
"qtdeclarative.examples/qml/referenceexamples/properties",0,93,0.150537635322003,2,407,0,2,0,2,0.5,1,1,1,2,0,2,0.5,1,2,0,1.12966490157034,1.12966490157034,9.83277429730055e-05,9.83277429730055e-05,0,0,0,0,6,0,6,0.666666666666667,0,1,1,0.5,0.398692810457516,"qtdeclarative"
"qtdeclarative.examples/qml/referenceexamples/signal",0,223,0.14798206316234,2,564,0,2,0,2,0.5,1,1,1,2,0,2,0.5,1,2,0,1.12966490157034,1.12966490157034,9.83277429730055e-05,9.83277429730055e-05,0,0,0,0,6,0,6,0.666666666666667,0,1,1,0.5,0.398692810457516,"qtdeclarative"
"qtdeclarative.examples/qml/referenceexamples/valuesource",0,284,0.140845070725055,2,764,0,2,0,2,0.5,1,1,1,2,0,2,0.5,1,2,0,1.12966490157034,1.12966490157034,9.83277429730055e-05,9.83277429730055e-05,0,0,0,0,6,0,6,0.666666666666667,0,1,1,0.5,0.398692810457516,"qtdeclarative"
"qtdeclarative.examples/qml/shell",0,76,0.197368422108726,2,165,0,2,0,2,0.5,1,1,1,2,0,2,0.5,1,2,0,1.12966490157034,1.12966490157034,9.83277429730055e-05,9.83277429730055e-05,0,0,0,0,6,0,6,0.666666666666667,0,1,1,0.5,0.398692810457516,"qtdeclarative"
"qtdeclarative.examples/qml/tutorials/extending/chapter1-basics",0,53,0.132075473335707,2,414,0,2,0,2,0.5,0,1,1,4,0,4,1,1,2,1,0.973560971747451,0.973560971747451,0.000281659162320076,0.000281659162320076,0,0,0.5,0.333333333333333,8,0,8,1,0,1,1,0.857142857142857,0.857142857142857,"qtdeclarative"
"qtdeclarative.examples/qml/tutorials/extending/chapter2-methods",0,62,0.129032259469303,2,450,0,2,0,2,0.5,0,1,1,4,0,4,1,0,2,1,0.973560971747451,0.973560971747451,0.000281659162320076,0.000281659162320076,0,0,0.5,0.333333333333333,8,0,8,1,0,1,1,0.857142857142857,0.857142857142857,"qtdeclarative"
"qtdeclarative.examples/qml/tutorials/extending/chapter3-bindings",0,65,0.138461539786982,2,454,0,2,0,2,0.5,0,1,1,4,0,4,1,0,2,1,0.973560971747451,0.973560971747451,0.000281659162320076,0.000281659162320076,0,0,0.5,0.333333333333333,8,0,8,1,0,1,1,0.857142857142857,0.857142857142857,"qtdeclarative"
"qtdeclarative.examples/qml/tutorials/extending/chapter4-customPropertyTypes",0,79,0.126582279586605,2,692,0,2,0,2,0.5,0,1,1,4,0,4,1,1,2,1,0.973560971747451,0.973560971747451,0.000281659162320076,0.000281659162320076,0,0,0.5,0.333333333333333,8,0,8,1,0,1,1,0.857142857142857,0.857142857142857,"qtdeclarative"
"qtdeclarative.examples/qml/tutorials/extending/chapter5-listproperties",0,106,0.141509434772161,2,734,0,2,0,2,0.5,0,1,1,4,0,4,1,0,2,1,0.973560971747451,0.973560971747451,0.000281659162320076,0.000281659162320076,0,0,0.5,0.333333333333333,8,0,8,1,0,1,1,0.857142857142857,0.857142857142857,"qtdeclarative"
"qtdeclarative.examples/qml/tutorials/extending/chapter6-plugins",0,107,0.140186916691414,2,818,0,2,0,2,0.5,0,1,1,4,0,4,1,1,2,1,0.973560971747451,0.973560971747451,0.000281659162320076,0.000281659162320076,0,0,0.5,0.333333333333333,8,0,8,1,0,1,1,0.857142857142857,0.857142857142857,"qtdeclarative"
"qtdeclarative.examples/qml/xmlhttprequest",0,1,1.99999990000001,4,59,1,4,0,4,0.25,1,1,1,9,0,9,0.8,1,3,0,7.54646432391006,27.1607434434522,0.00851085863068821,0.0103583022066431,0,0,0,0,14,0,14,0.833333333333333,0,1,0.972222222222222,0.7,0.593790849673203,"qtdeclarative"
"qtdeclarative.examples/quick/accessibility",0,1,1.99999990000001,3,16,1,3,0,3,0.333333333333333,1,1,1,7,0,7,0.75,1,2,0,4.63561157464939,32.728552233546,0.000355050594709746,0.0056809883080445,0,0,0,0,11,0,11,0.8,0,1,1,0.7,0.545882352941176,"qtdeclarative"
"qtdeclarative.examples/quick/animation",0,1,1.99999990000001,3,16,1,3,0,3,0.333333333333333,1,1,1,7,0,7,0.75,0,2,0,4.63561157464939,32.728552233546,0.000355050594709746,0.0056809883080445,0,0,0,0,11,0,11,0.8,0,1,1,0.7,0.545882352941176,"qtdeclarative"
"qtdeclarative.examples/quick/canvas",0,1,1.99999990000001,4,57,1,4,0,4,0.25,1,1,1,8,0,8,0.8,1,2,0,48.8935002317691,546.273330551466,0.00851085863068821,0.0103583022066431,0,0,0,0,13,0,13,0.833333333333333,0,1,1,0.7,0.593790849673203,"qtdeclarative"
"qtdeclarative.examples/quick/customitems/maskedmousearea",1,130,0.176923077556213,3,334,0,3,0,3,0.333333333333333,0.991624464267297,1,1,3,0,3,0.666666666666667,1,2,0,1.86067356604105,31.8035728973432,0.000175407823188914,0.00562110738420423,0,0,0,0,11,0,11,0.8,0,1,0.96,0.666666666666667,0.55921568627451,"qtdeclarative"
"qtdeclarative.examples/quick/customitems/painteditem",0,53,0.0943396243503026,2,256,0,2,0,2,0.5,1,1,1,2,0,2,0.5,1,2,0,1.12966490157034,1.12966490157034,9.83277429730055e-05,9.83277429730055e-05,0,0,0,0,6,0,6,0.666666666666667,0,1,1,0.5,0.398692810457516,"qtdeclarative"
"qtdeclarative.examples/quick/customitems/painteditem/TextBalloonPlugin",0,10,0.100000009,2,105,0,2,0,2,0.5,1,1,1,2,0,2,0.5,1,2,0,1.12966490157034,1.12966490157034,9.83277429730055e-05,9.83277429730055e-05,0,0,0,0,6,0,6,0.666666666666667,0,1,1,0.5,0.398692810457516,"qtdeclarative"
"qtdeclarative.examples/quick/demos/calqlatr",0,1,1.99999990000001,2,43,1,2,0,2,0.5,1,1,1,6,0,6,1,0,1,0,48.8935002317691,48.8935002317691,0.00851085863068821,0.00851085863068821,0,0,0,0,10,0,10,1,0,1,1,0.7,0.675,"qtdeclarative"
"qtdeclarative.examples/quick/demos/calqlatr/content",1,143,0,1,143,1,1,0,1,1,0,1,1,5,0,5,1,1,1,0,4.63561157464939,4.63561157464939,0.000355050594709746,0.000355050594709746,0,0,0,0,12,0,12,1,0,1,1,0.7,0.725,"qtdeclarative"
"qtdeclarative.examples/quick/demos/maroon",0,1,1.99999990000001,2,43,1,2,0,2,0.5,1,1,1,6,0,6,1,0,1,0,48.8935002317691,48.8935002317691,0.00851085863068821,0.00851085863068821,0,0,0,0,10,0,10,1,0,1,1,0.7,0.675,"qtdeclarative"
"qtdeclarative.examples/quick/demos/maroon/content",0,264,0,1,264,1,1,0,1,1,0,1,1,5,0,5,1,0,1,0,4.63561157464939,4.63561157464939,0.000355050594709746,0.000355050594709746,0,0,0,0,9,0,9,1,0,1,1,0.7,0.633333333333333,"qtdeclarative"
"qtdeclarative.examples/quick/demos/photosurface",0,7,0.142857155102041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,1,0,1,1,1,1,"qtdeclarative"
"qtdeclarative.examples/quick/demos/photoviewer/PhotoViewerCore/script",0,27,0,1,27,1,1,0,1,1,0,1,1,5,0,5,1,0,1,0,4.63561157464939,4.63561157464939,0.000355050594709746,0.000355050594709746,0,0,0,0,6,0,6,1,0,1,1,0.7,0.7,"qtdeclarative"
"qtdeclarative.examples/quick/demos/samegame",0,57,0.0350877209910742,2,99,1,2,0,2,0.5,1,1,1,6,0,6,1,0,1,0,48.8935002317691,48.8935002317691,0.00851085863068821,0.00851085863068821,0,0,0,0,10,0,10,1,0,1,1,0.7,0.675,"qtdeclarative"
"qtdeclarative.examples/quick/demos/samegame/content",0,581,0,1,581,1,1,0,1,1,0,1,1,5,0,5,1,0,1,0,4.63561157464939,4.63561157464939,0.000355050594709746,0.000355050594709746,0,0,0,0,9,0,9,1,0,1,1,0.7,0.633333333333333,"qtdeclarative"
"qtdeclarative.examples/quick/demos/stocqt",0,1,1.99999990000001,2,43,1,2,0,2,0.5,1,1,1,6,0,6,1,1,1,0,48.8935002317691,48.8935002317691,0.00851085863068821,0.00851085863068821,0,0,0,0,10,0,10,1,0,1,1,0.7,0.675,"qtdeclarative"
"qtdeclarative.examples/quick/demos/tweetsearch",0,1,1.99999990000001,2,43,1,2,0,2,0.5,1,1,1,6,0,6,1,1,1,0,48.8935002317691,48.8935002317691,0.00851085863068821,0.00851085863068821,0,0,0,0,10,0,10,1,0,1,1,0.7,0.675,"qtdeclarative"
